Account_Number,Annual_Income_1000s,Household_Size,Years_of_Post-High_School_Education,TV_Hours,Age,Gender,Exceded_Credit_Limit_in_Past_12_Months,Annual_Charges,Data_split
23734339,76.1,7,4,17,29,Male,Yes,11532.18,Train
19961042,53.9,1,4,24,57,Female,No,11594.01,Train
3513848,64.7,5,5,49,30,Male,Yes,4961.96,Train
12974124,119.6,5,3,21,59,Male,No,16698.83,Train
23814508,44.3,2,4,56,37,Female,Yes,4075.88,Train
16014839,53.4,4,4,11,43,Male,No,13962.85,Train
6775491,54.8,3,5,55,48,Female,No,5169.47,Train
26389634,120.8,2,3,7,24,Female,No,26745.59,Train
3206751,119.4,7,1,51,58,Female,No,21540.35,Train
24536446,52.5,6,5,47,60,Male,No,4517.02,Train
24424536,69,7,3,56,37,Female,No,8236.61,Train
12746034,82.9,5,0,28,30,Male,No,9947.63,Train
19777163,83.6,7,3,20,55,Male,No,14473.87,Train
2056476,42.9,6,5,6,50,Male,No,15580.3,Train
25676323,50.1,4,1,26,65,Male,No,7715.9,Train
14749256,107.3,1,4,53,45,Male,No,12514.66,Train
13653039,79.8,7,1,3,37,Male,Yes,14708.26,Train
11963983,97,1,4,61,49,Male,No,10403.48,Train
22276178,102.6,5,2,5,26,Male,No,16984.33,Train
771478,66.6,7,1,10,19,Male,No,12825.13,Train
11164137,58.6,7,3,58,47,Female,No,8534.19,Train
27273011,45,2,1,12,53,Female,No,2130.08,Train
21061844,110.9,5,4,5,26,Male,Yes,23150.14,Train
17900996,38.6,4,4,10,60,Male,No,9508.57,Train
10690872,117.5,2,1,4,39,Male,No,12416.73,Train
19771840,22.8,1,0,52,40,Female,No,10327.04,Train
55846,101.1,6,5,40,34,Female,Yes,18351.24,Train
18429024,118.3,5,4,52,64,Male,No,13587.69,Train
19020732,24.6,1,4,55,30,Female,No,0,Train
27771781,70.7,4,1,54,36,Female,No,6446.98,Train
15597602,87.5,8,3,38,42,Female,No,15958.93,Train
18857731,41.6,3,4,42,41,Male,No,1885.74,Train
18946148,91.5,7,2,5,57,Male,No,11813.35,Train
720276,48.9,2,3,3,38,Male,No,5157.84,Train
23559717,84,5,2,45,35,Female,No,16276.61,Train
26112607,68.1,5,0,40,54,Female,No,4813.21,Train
24092269,73.2,8,0,20,42,Male,No,11851.2,Train
20042424,65.5,7,5,39,43,Male,No,15563.56,Train
24422650,57.3,8,1,25,52,Female,No,16560.77,Train
8213802,48.8,6,4,18,32,Male,No,13807.02,Train
29522157,73.9,5,1,25,42,Female,No,10304.16,Train
2360146,111.5,6,0,31,26,Male,No,11540.39,Train
15492571,51,7,1,45,32,Male,No,5539.93,Train
7619723,36.3,6,2,24,48,Male,Yes,12527.32,Train
29596933,21.6,8,4,36,43,Female,No,0,Train
11961359,51,2,2,24,32,Female,No,8165.26,Train
9159735,90.7,7,1,23,38,Male,Yes,10499.87,Train
24091938,38,8,3,60,46,Female,No,14689.84,Train
5663316,47.3,3,4,53,50,Female,No,10425.58,Train
12445208,78.9,5,2,53,58,Male,No,16934.77,Train
1408,62.7,6,0,5,47,Female,Yes,13657.22,Train
29164522,45.1,2,4,34,58,Female,Yes,5732.33,Train
462174,27.6,2,0,31,39,Female,No,9769.26,Train
17188845,89.4,7,3,22,54,Male,No,4580.37,Train
19163106,83,4,1,25,53,Female,No,3979.6,Train
20909189,96.5,5,3,62,60,Female,No,6494.89,Train
3558354,43.5,2,1,5,37,Female,No,2779.14,Train
10246683,112.7,8,4,3,30,Male,No,16228.76,Train
2229372,12.4,2,1,7,57,Female,No,4826.05,Train
12137725,52.4,2,1,7,66,Female,No,11135.41,Train
9461577,72.9,2,2,3,49,Male,No,16310.39,Train
29947,33.2,4,2,42,39,Male,No,12457.71,Train
14514440,46.5,4,4,30,45,Female,No,12782.16,Train
11008088,87.7,1,5,37,58,Female,No,7734.1,Train
6254136,84.8,6,2,29,51,Male,No,8853.9,Train
12687324,25.1,5,4,44,59,Female,Yes,326.31,Train
6484937,86.6,7,5,45,55,Female,No,7747.05,Train
224828,75.8,4,4,22,65,Male,No,16260.19,Train
2265329,107.3,4,2,15,50,Male,Yes,19173.18,Train
4905489,61.6,1,2,56,34,Male,No,8419.19,Train
24830115,20.1,4,0,4,48,Male,No,1677.35,Train
17349757,55.9,8,2,35,49,Female,No,15103.16,Train
3211555,31,5,5,52,44,Male,No,8956.21,Train
22733459,28.2,7,3,12,33,Female,No,4732.62,Train
13938668,101.2,6,1,2,38,Female,No,13624.88,Train
11568767,58.3,5,3,53,31,Male,No,6284.91,Train
22067105,89.8,6,2,48,64,Male,No,12784.34,Train
12157021,130.9,7,0,21,35,Female,No,31018.33,Train
13922141,67.2,5,4,46,53,Female,Yes,14445.61,Train
9764857,113.1,2,3,50,52,Female,No,19673.96,Train
21408627,22.6,3,3,61,33,Male,No,0,Train
9482327,70.4,6,2,52,50,Male,No,4712.83,Train
29624130,113.4,2,2,56,45,Female,No,19104.03,Train
6903032,66.1,7,4,43,28,Female,No,4943.28,Train
9559877,56.2,6,2,56,51,Female,No,7961.81,Train
21933095,107.9,3,5,55,36,Male,No,9810.61,Train
23038992,46.6,8,2,44,29,Female,Yes,16477.68,Train
25258657,47.2,4,2,57,45,Female,No,9794.71,Train
9663941,87.9,6,5,50,39,Male,No,20362.38,Train
25715624,106.6,6,5,46,45,Male,Yes,18006.57,Train
11238241,33.5,3,3,29,26,Female,No,12133.79,Train
6786128,39.2,5,2,53,34,Female,No,4249.61,Train
7587100,89.2,3,2,13,48,Male,No,10895.39,Train
6684278,88.5,1,2,1,48,Male,No,13357.76,Train
6135068,94.2,2,1,60,45,Male,No,11639.91,Train
10928705,35.7,4,1,11,29,Male,No,4617.55,Train
4147676,9.3,7,3,56,41,Female,Yes,832.47,Train
28455693,73,7,1,6,26,Female,No,15909.56,Train
22118342,40.1,6,1,44,53,Male,No,9836.19,Train
18608935,54.2,8,1,60,52,Male,No,22409.92,Train
2559715,76.5,2,2,4,31,Male,No,9231.25,Train
11181152,122.3,6,4,8,55,Male,No,19397.52,Train
9866611,120.4,5,4,55,36,Female,No,22393.84,Train
23536976,53.8,5,3,28,44,Female,No,5740.79,Train
14534593,97.2,8,0,24,66,Female,No,17456.64,Train
7312057,108.1,5,5,48,60,Male,No,16477.62,Train
17631730,101.6,4,4,59,41,Male,No,22290.69,Train
11976549,111.4,2,3,18,67,Female,No,13158.17,Train
487469,93.1,6,5,15,47,Male,No,18067.06,Train
11958029,97.4,4,3,29,57,Female,No,11633.54,Train
29871598,27.7,4,1,49,44,Female,No,4794.86,Train
25630607,26.7,4,1,24,31,Female,No,10776.61,Train
12930450,94.4,6,0,0,32,Female,No,14618.07,Train
15502927,36.8,7,5,60,24,Male,No,14573.93,Train
24002772,78.7,3,1,60,53,Male,No,4590.22,Train
24751552,86.5,6,1,50,52,Female,No,21631.07,Train
9059893,84.8,4,4,35,63,Male,Yes,9209.59,Train
23974778,108.7,4,2,50,44,Female,No,23050.39,Train
15557786,52.7,3,1,24,41,Male,No,2812.26,Train
20437716,87.8,5,3,28,51,Female,No,6944.45,Train
9611903,21.9,6,1,6,54,Female,No,3088.95,Train
19642947,82.8,3,3,45,36,Male,No,7698.78,Train
1626954,45.3,2,4,26,55,Male,No,6476.47,Train
20391381,53.9,4,4,52,39,Female,No,7928.33,Train
14704459,43.2,2,2,44,41,Female,No,7943.82,Train
9898028,98.1,4,1,18,45,Male,No,8154.11,Train
12396633,85,2,2,52,40,Female,No,8117.65,Train
12436779,20.4,7,3,16,66,Male,No,10904.23,Train
28508155,50.8,3,2,59,41,Male,No,9786.36,Train
16000548,99.8,5,2,2,51,Male,No,24230.35,Train
19910759,46.4,4,3,27,48,Female,No,5358.02,Train
8881527,61.3,1,4,48,42,Female,No,8713.96,Train
20220195,117.3,4,1,47,39,Female,No,15702.88,Train
22682108,96.9,5,1,0,62,Male,No,16307.92,Train
15909498,111.1,7,1,42,66,Female,No,18087.6,Train
11509486,47.1,7,4,35,36,Male,No,2753.69,Train
1073598,32.6,4,1,34,49,Male,No,12886.88,Train
4491654,87.7,1,3,30,31,Male,No,19184.84,Train
3012571,113.1,8,3,54,64,Female,No,12271.26,Train
9887248,53.2,4,3,24,37,Female,No,5085.03,Train
15590215,46.3,7,3,14,34,Male,No,8391.29,Train
12356808,24.2,7,3,6,44,Male,No,12340.84,Train
4412543,112.4,7,4,14,55,Male,No,13117.22,Train
7736514,59.1,1,3,9,45,Male,No,6896.44,Train
12553711,66,6,5,39,62,Female,No,10142.12,Train
26544280,76.2,5,4,14,36,Female,No,9839.29,Train
7521339,70.3,4,2,46,39,Female,No,6578.83,Train
5130704,48,2,4,19,48,Male,No,13736.92,Train
29982963,71.3,2,2,60,30,Male,No,11689.08,Train
22399834,51.8,5,3,16,48,Male,No,6471.43,Train
29703926,44,3,2,18,38,Female,No,10669.95,Train
29087616,86,8,4,7,40,Female,No,14538.08,Train
5331007,47.3,4,1,22,51,Male,No,14666.18,Train
21179834,33.8,2,2,10,42,Female,No,5961.24,Train
887086,48.1,4,4,39,59,Female,No,2956.25,Train
28944556,32.2,8,4,15,44,Female,No,2427.89,Train
28913576,73.6,6,1,42,36,Male,No,18587.97,Train
817313,58.9,3,1,37,46,Male,No,9325.86,Train
25550608,36.4,7,1,59,27,Male,No,14697.55,Train
19292392,69.6,2,3,55,39,Male,No,2901.04,Train
11843276,79.6,7,1,20,49,Male,No,16675.76,Train
4309300,76.2,1,1,33,28,Male,No,14039.58,Train
14842668,94.5,6,2,59,45,Male,No,24237.85,Train
2453121,74,7,2,10,56,Male,No,13850.49,Train
22715642,50,6,1,22,51,Male,Yes,8012.95,Train
10939582,30.3,8,4,8,43,Female,No,4877.36,Train
12320371,56.6,5,5,7,41,Male,No,14458.72,Train
20272541,82.4,7,4,7,41,Male,No,9839.73,Train
15492753,63.5,5,2,35,24,Female,No,12832.62,Train
387928,91.8,4,2,55,34,Female,No,16329.15,Train
29021261,97.8,5,3,39,56,Male,No,7233.01,Train
3259659,42.1,2,0,14,46,Male,No,10593.87,Train
11972752,60.7,8,1,12,21,Male,No,15356.67,Train
14740983,68.5,6,4,60,28,Female,No,21460.86,Train
25193148,91.2,4,4,7,52,Female,No,7917.95,Train
7556793,22,4,3,60,44,Female,No,13867.88,Train
19223798,44.3,2,1,18,49,Male,No,0,Train
26776427,48.1,5,5,44,45,Female,No,12784.9,Train
27872678,50.8,6,5,53,43,Female,No,11418.67,Train
7341229,63.5,2,4,47,41,Female,No,11564.84,Train
23974371,42,1,3,4,56,Male,No,7125.35,Train
11214938,58.9,2,3,4,24,Female,No,10972.75,Train
2787397,50.4,7,2,26,38,Male,No,13552.47,Train
11706424,89.2,7,2,39,61,Male,No,18739.6,Train
7893458,91.3,3,1,10,58,Female,No,19237.52,Train
14548921,92.2,5,2,59,31,Male,No,8998.88,Train
20021463,86.8,7,3,38,59,Female,No,15514.18,Train
462895,59.9,6,3,2,31,Male,No,13950.59,Train
22867747,63.2,7,1,43,56,Male,No,20487.74,Train
3562882,81.2,4,1,2,30,Male,No,10497.13,Train
14416406,31.6,4,1,31,53,Male,No,9950.61,Train
13195118,35.6,2,5,30,45,Male,No,0,Train
14334903,68.1,2,2,32,27,Male,No,13559.22,Train
15036849,60.1,2,0,54,29,Female,No,16120.13,Train
1315239,86.2,4,3,17,41,Female,No,6757.52,Train
16303591,92.1,4,0,34,35,Male,No,22569.14,Train
15112243,76.2,4,3,11,49,Female,Yes,14328.98,Train
28670558,105.5,6,1,54,61,Female,No,13749.35,Train
3462493,64.9,7,2,10,26,Female,No,14481.57,Train
20378400,26.5,6,1,21,54,Male,No,14721.93,Train
4174627,124.5,4,3,36,53,Female,No,17782.13,Train
15630851,57,2,4,27,47,Male,No,7797.32,Train
14304266,38.8,2,4,26,38,Male,No,8093.67,Train
10096719,90.7,3,2,1,32,Female,No,15975.47,Train
18742263,41.3,7,1,53,51,Female,No,10620.22,Train
1411869,41.1,4,4,33,48,Male,Yes,6654.59,Train
12354736,57.5,6,5,4,51,Male,No,12225.27,Train
9990823,58.2,5,5,55,36,Male,Yes,9869.85,Train
17172971,60.4,5,4,2,29,Male,No,11536.89,Train
1496424,110.1,7,2,55,21,Male,No,26738.32,Train
12958337,90,5,2,50,44,Male,No,15327.88,Train
8053864,85.6,2,2,35,48,Female,No,11036.1,Train
3542559,36.2,3,4,30,40,Male,Yes,890,Train
18905907,55.6,5,4,8,39,Male,No,7757.26,Train
13371301,41.3,7,5,25,52,Male,No,6081.06,Train
2579193,56.2,3,3,27,40,Female,No,16360.75,Train
27248154,58.6,5,3,12,39,Male,No,7280.8,Train
7213858,77.9,5,5,6,50,Male,No,17048.4,Train
7002813,33,8,1,18,37,Male,No,13798.89,Train
12840573,99.9,7,2,22,38,Male,No,17945.92,Train
7040820,47.5,5,5,17,28,Female,No,11254.86,Train
18305060,41.5,7,4,56,41,Female,No,2726.85,Train
1002113,41.6,2,0,25,44,Male,No,15165.56,Train
16830481,52.8,6,4,21,23,Female,No,7345.93,Train
13998476,105.8,6,1,8,55,Male,No,20249.15,Train
29216096,124.2,2,4,25,45,Male,No,17007.22,Train
16439929,70.4,5,4,48,42,Female,No,7874.31,Train
7497952,53.3,6,2,28,33,Male,No,13601.41,Train
519567,33.5,7,1,59,50,Male,No,11852.68,Train
15056066,115,2,0,14,42,Male,No,17213.42,Train
6628798,102.6,2,1,3,44,Female,No,17262.72,Train
14630695,85.2,5,3,45,38,Male,No,16290.32,Train
12091179,74.3,5,2,41,61,Female,No,17942.84,Train
16384902,51.9,7,4,5,41,Male,No,17095.11,Train
17790792,44.1,3,4,26,20,Female,No,16607.23,Train
28912703,79.8,4,2,21,52,Female,No,6948.02,Train
1695763,90.9,7,1,3,45,Female,No,13765.62,Train
13706009,44.2,8,4,37,44,Female,Yes,8128.29,Train
24082740,82.6,4,1,17,61,Male,No,11293.14,Train
29652439,59.1,7,4,40,38,Female,Yes,2204.58,Train
15087635,27.8,2,4,33,50,Male,Yes,0,Train
9789771,123.1,5,3,8,47,Male,No,24268.75,Train
10634135,111.2,2,4,20,53,Female,Yes,21621.73,Train
20987235,108.8,1,1,31,40,Female,No,21103.18,Train
7216203,43.4,4,1,31,31,Male,No,14830.11,Train
18450719,77.6,1,0,57,67,Female,No,8963.49,Train
9391866,91,6,3,25,34,Male,No,22241.02,Train
14958014,54.5,3,3,53,48,Male,Yes,1775.8,Train
10317091,105.6,5,5,42,59,Female,No,10192.43,Train
25576309,48.5,6,4,40,59,Female,No,14925.11,Train
5971176,76.7,5,3,20,58,Female,No,9417.57,Train
16751287,18.7,1,1,9,42,Female,No,11191.31,Train
12325734,16.5,1,1,9,36,Female,No,782.53,Train
10143087,83.1,6,4,9,53,Male,No,18329.57,Train
11068598,78,3,4,32,29,Female,No,3309.32,Train
1162736,48,8,4,26,48,Male,No,14158.53,Train
5311095,112.4,1,2,43,59,Female,No,15463.79,Train
20501932,58.1,5,3,33,49,Male,No,6466.47,Train
17874294,103.7,7,4,34,31,Female,No,12619.58,Train
4823692,41.5,4,1,53,39,Male,No,3234.81,Train
20415226,100.4,7,2,14,27,Male,No,16598.2,Train
26888259,65.1,2,1,19,49,Male,No,15677.64,Train
28931215,57.6,3,3,51,37,Male,No,15870.67,Train
15076409,26.9,5,1,39,45,Female,No,3985.87,Train
1428865,63.4,3,3,48,43,Female,No,13740.59,Train
1499593,64.5,7,4,23,47,Male,No,7091.26,Train
11027470,124,7,0,23,30,Male,No,11254.78,Train
16870122,109.3,7,1,10,26,Female,No,21687.83,Train
22305851,58.3,3,1,33,52,Male,No,19796.96,Train
26652048,66.8,6,1,4,35,Male,No,17673.82,Train
25977390,24.6,7,4,8,57,Male,No,9485.77,Train
22359329,98.6,5,3,17,48,Male,No,17465.19,Train
8418269,96.1,6,4,24,53,Male,No,15124.42,Train
21453767,49.3,2,1,41,46,Male,Yes,4673.64,Train
23554285,13.5,5,1,53,50,Female,No,10193.54,Train
4112542,49.1,7,1,34,50,Female,No,7411.72,Train
7351522,91.9,6,4,13,22,Male,No,18378.42,Train
8831683,78.4,7,5,41,42,Male,No,4337.67,Train
2195312,58.9,4,5,44,40,Male,No,16636.88,Train
9028915,88.5,6,1,7,46,Male,No,19692.81,Train
6184638,55.2,3,1,52,58,Male,No,10590.24,Train
5288670,98.6,8,0,6,31,Male,No,24970.86,Train
1434464,116.2,8,5,52,49,Male,No,14742.69,Train
10169298,48,3,0,42,46,Male,No,15698.54,Train
25777143,101.1,5,4,10,42,Female,No,8005.74,Train
28866062,84.9,7,2,58,52,Female,Yes,19556.16,Train
21398237,64.9,7,2,8,48,Male,No,11266.13,Train
19160552,35.6,4,1,46,40,Male,No,5450.02,Train
8185402,51.3,8,0,29,49,Female,No,19720.65,Train
7025247,33.5,5,2,55,58,Female,No,12185.92,Train
9351944,52.7,1,4,21,50,Male,No,3093.16,Train
27787866,124.5,3,0,5,32,Male,No,18533.05,Train
29115140,15.2,4,4,21,60,Female,No,11971.2,Train
9969636,15,6,3,10,56,Male,No,5559.11,Train
21333873,44.7,3,4,60,53,Female,No,13541.22,Train
8269750,13.3,2,2,4,41,Male,No,1424.32,Train
18866811,97.8,5,0,44,35,Female,No,23482.16,Train
29912942,84.8,4,5,17,37,Male,Yes,12684.24,Train
21837847,50.8,3,1,28,57,Male,No,4640.38,Train
26237457,28.2,8,1,46,40,Male,No,7409.5,Train
1415917,92.6,6,3,46,43,Male,Yes,11616.52,Train
4079109,27.4,2,3,34,54,Female,No,899.73,Train
28497098,59,5,4,55,52,Male,No,6774.15,Train
18002411,52,1,1,30,47,Male,Yes,6787.35,Train
12652969,40.9,7,1,59,31,Female,No,13673.81,Train
26710796,125.4,2,1,36,53,Male,No,22338.59,Train
22614574,129.8,6,1,3,61,Male,No,25803.89,Train
2706309,71.4,6,2,6,52,Male,No,17177.73,Train
6859490,104.4,7,0,36,50,Male,No,23971.28,Train
16977179,28.3,6,4,42,62,Female,No,11534.08,Train
15973828,79.4,5,5,29,37,Female,No,8675.53,Train
19812960,32.7,8,5,14,48,Male,No,0,Train
26151061,45.3,7,2,39,39,Female,No,8061,Train
12307749,22,5,3,27,54,Male,No,5256.29,Train
598058,91.2,5,1,3,39,Male,No,11104.62,Train
9205310,52.7,3,3,18,37,Male,No,6571.91,Train
6101037,61.3,4,1,27,61,Male,No,9889.39,Train
27796252,98.9,7,5,1,37,Male,No,15313.37,Train
472976,44.3,4,3,48,67,Male,No,9698.64,Train
18847856,38.7,3,2,24,56,Male,No,5306.52,Train
29688787,92.9,5,5,21,35,Male,No,3522.14,Train
25491532,74.2,8,3,12,43,Female,No,15530.47,Train
16847606,100.4,5,5,57,46,Male,No,17333.62,Train
1025996,122.3,2,4,52,58,Male,No,22303.79,Train
22439430,69.2,7,1,57,54,Female,No,21574.38,Train
23328882,101.9,4,2,15,48,Male,No,15619.79,Train
28441548,56.2,8,5,40,53,Female,No,10243.38,Train
16773210,104.7,1,0,59,53,Female,No,17920.46,Train
15239267,110,2,2,3,39,Female,No,14206.96,Train
29310876,115.5,6,4,32,40,Female,No,16351.38,Train
3490874,104.1,5,2,53,62,Female,No,21384.82,Train
14129002,53.5,1,4,20,42,Female,No,11611.88,Train
1704442,70.6,7,4,10,43,Female,No,7292.81,Train
16924566,52.6,4,4,6,51,Male,No,7423.21,Train
14089349,49.7,6,2,52,60,Female,No,5593.02,Train
5016848,97.3,6,4,56,48,Female,No,5205.01,Train
29579561,96.1,5,4,17,25,Male,No,18155.78,Train
20653195,74.9,2,2,39,57,Male,No,16441.73,Train
12164723,79.9,5,0,3,44,Female,No,9498.35,Train
12005442,92.4,6,1,11,37,Male,No,20465.46,Train
3798359,103.2,3,1,58,46,Female,No,14228.31,Train
6177513,79.7,3,1,9,33,Female,Yes,13520.06,Train
14936822,28,5,1,25,52,Male,No,12481.72,Train
16657910,10.1,5,5,31,42,Male,No,6504.01,Train
20419788,29.5,2,3,33,65,Female,No,4225.94,Train
22763378,58.4,5,0,62,44,Female,No,11229.85,Train
18059037,86.4,8,3,12,63,Female,No,15598.14,Train
19170214,78.4,7,5,49,65,Female,No,11299.4,Train
6623698,114.4,7,3,21,56,Female,Yes,14572.45,Train
6360167,72.7,5,3,54,56,Male,No,9026.69,Train
9854691,46.8,3,3,23,43,Male,No,863.58,Train
6675924,40.9,5,0,23,51,Male,No,4011.15,Train
15194474,75.2,6,1,41,46,Male,No,21962.57,Train
10820370,73.2,6,2,35,33,Female,No,6563.74,Train
11491227,101,5,2,20,50,Male,No,20860.62,Train
12052127,60.5,7,1,5,34,Male,No,9978.81,Train
10861795,64.5,6,2,33,41,Male,No,9833.89,Train
11751236,93.7,2,3,8,44,Male,No,8830.37,Train
15806379,56.3,8,3,4,67,Female,No,11808.93,Train
10237681,46.3,4,2,31,32,Male,No,3683.07,Train
5006781,100.2,7,4,12,50,Male,No,16236.49,Train
23149243,84.2,1,2,2,47,Female,No,11872.83,Train
6784369,101.6,6,3,12,48,Male,No,24658.14,Train
10240794,62.6,7,4,22,44,Male,No,14232.47,Train
23236622,42.9,4,0,56,45,Male,No,8174.7,Train
6340378,67.9,7,2,49,44,Male,No,16097.23,Train
17837474,56.8,7,2,19,47,Male,No,13326.53,Train
7059538,70.4,4,2,49,42,Female,Yes,18586.77,Train
1887602,61.2,3,5,7,62,Female,Yes,2154.17,Train
27460501,57.8,1,0,2,54,Male,No,7358.33,Train
25420414,63.5,3,4,19,29,Female,No,13271.8,Train
18026828,45.9,2,1,57,36,Male,No,6499.11,Train
29335745,71.5,3,1,36,21,Female,No,11059.64,Train
16293365,51.7,5,3,44,37,Male,No,8716.92,Train
21360775,44.3,3,2,35,56,Male,No,14759.86,Train
10414009,49.7,7,4,36,62,Male,No,7658.79,Train
5087194,64.6,3,1,35,42,Male,No,18390.65,Train
20300428,98.2,4,2,56,27,Male,No,15295.4,Train
17424518,73,6,2,58,28,Female,No,10101.97,Train
23259118,54.9,6,1,23,61,Male,No,12318.52,Train
8710103,44.3,6,5,40,54,Male,No,2882.24,Train
22314525,45.3,7,4,49,25,Female,Yes,7376.71,Train
6287528,43.7,2,2,49,34,Female,No,4788.44,Train
12147479,46.3,4,1,48,42,Male,No,7635.17,Train
20448639,94.8,8,4,33,39,Female,No,16756.18,Train
25529096,94.5,5,5,47,41,Female,No,16790.92,Train
2739466,49.9,7,2,12,52,Male,No,18792.37,Train
22037205,46,4,2,2,48,Male,No,12063.19,Train
11180601,56,2,4,54,31,Female,No,12624.02,Train
21254283,91.2,2,4,41,24,Female,No,7545.79,Train
5708520,102.4,7,5,25,28,Female,Yes,13382.44,Train
13819277,28,4,4,54,48,Female,No,11220.19,Train
27795592,51.8,3,1,15,34,Male,No,7618.65,Train
21748292,79.3,5,2,37,33,Female,No,16896.34,Train
2459615,94.2,5,5,44,24,Male,No,12938.29,Train
22835184,24.6,4,4,36,34,Male,No,7036.79,Train
11756342,44.8,4,4,18,47,Male,Yes,13855.5,Train
16190471,79.8,4,2,26,39,Male,No,11962.03,Train
14911297,71.1,6,4,27,58,Female,No,11530.06,Train
16886298,95.3,7,3,5,25,Female,No,20187.88,Train
23306580,34.1,8,4,48,36,Male,No,17697.24,Train
19638381,96.9,2,1,42,49,Female,No,16509.08,Train
24723701,50,6,5,23,43,Female,No,14227.45,Train
25443819,49.9,1,1,57,54,Female,No,6785.63,Train
19860430,31.6,5,1,26,54,Female,No,7629.74,Train
10452384,81.7,2,4,9,53,Female,No,13279.72,Train
26525086,59,8,4,37,62,Male,No,13904.09,Train
12425028,84.4,2,1,29,47,Male,No,8923.74,Train
6607639,69.2,4,2,46,32,Male,No,13905.98,Train
6726839,35.9,2,4,17,67,Female,No,0,Train
19822818,103.7,3,4,41,62,Female,No,11811.05,Train
27521300,68.4,7,3,4,47,Male,No,7811.92,Train
25929675,59.8,8,3,18,49,Male,No,21051.79,Train
16827277,44.5,4,1,16,27,Female,No,5561.59,Train
21599083,96.1,2,0,14,47,Female,No,14133.02,Train
28637979,61.9,5,3,41,40,Female,No,8386.74,Train
11854540,37.9,1,3,46,62,Male,No,3093.9,Train
9765530,36.3,8,5,44,58,Female,No,8193.54,Train
6183720,60.4,2,0,61,37,Female,No,7020.89,Train
12307865,26.7,5,4,62,40,Female,Yes,10326.61,Train
655847,28.4,1,3,32,22,Female,No,9378.59,Train
15403163,72.7,4,4,59,42,Female,No,19232.88,Train
22635217,101.8,8,1,18,47,Male,No,23282.47,Train
3075271,53,5,1,51,66,Female,No,18416.93,Train
7832941,116,7,1,6,41,Female,No,22102.77,Train
9593416,92.2,2,0,32,49,Male,No,18692.17,Train
6062232,55.7,1,0,12,52,Male,No,12697.31,Train
21543160,126.5,1,4,21,55,Female,No,14035.77,Train
10786819,108.3,6,2,14,41,Male,No,17394.85,Train
17005984,55.6,5,1,49,55,Male,No,11167.06,Train
2443545,130.7,5,4,54,26,Female,No,22861.34,Train
18934928,75.2,5,5,13,41,Female,No,10554.35,Train
24316470,58.3,6,5,21,54,Female,No,3124.44,Train
10767271,55.6,5,4,52,32,Male,Yes,10589.7,Train
4212180,44.4,2,1,47,24,Male,No,9559.94,Train
18843431,71.8,4,4,14,46,Male,No,6099.52,Train
12763896,116.7,5,3,4,40,Male,No,15770.99,Train
16748669,41.5,4,4,7,46,Male,No,6973.62,Train
21710111,61.7,2,5,37,35,Male,No,4100.77,Train
17746035,56.5,2,0,5,42,Female,No,7714.7,Train
12695250,87.5,1,1,35,49,Male,No,12907.3,Train
29600750,92.1,1,2,58,51,Male,Yes,9532.07,Train
3257602,70.7,4,3,8,57,Female,No,16839.58,Train
16911729,93.9,3,1,17,51,Female,No,10846.17,Train
6868907,80.1,4,5,29,39,Male,No,8221.49,Train
22988788,60.5,5,1,1,30,Male,No,21125.75,Train
25717252,66.8,5,5,30,26,Male,No,3006.78,Train
16543596,63.5,6,0,31,41,Female,No,16174.69,Train
28612635,121.1,6,3,41,57,Male,No,19577.5,Train
18572870,50.2,5,1,4,30,Male,No,5472.51,Validate
10135558,39.6,2,4,15,46,Male,No,3968.42,Validate
23467852,88.8,4,1,19,57,Female,No,11382.63,Validate
2221007,101.2,6,2,54,62,Male,Yes,16827.83,Validate
23024579,52,5,2,19,35,Male,No,13175.27,Validate
5534868,100.8,5,4,50,52,Female,No,20292.73,Validate
19704869,70.6,3,0,49,47,Male,No,6230.89,Validate
9388137,88.9,8,2,41,22,Male,Yes,18914.62,Validate
23883625,89.4,5,2,29,29,Female,No,14362,Validate
3178571,82.7,6,2,41,43,Female,Yes,23941.45,Validate
29965276,41,6,3,41,43,Female,No,3658.44,Validate
28971732,68.5,2,2,27,42,Female,No,5721.75,Validate
18903734,109.2,7,2,29,27,Male,No,16519.7,Validate
18626625,98.5,6,1,11,47,Female,No,16886.1,Validate
17179070,28.6,7,0,32,51,Female,No,7619.3,Validate
8722844,61.5,2,5,22,48,Male,Yes,13378.76,Validate
20987496,41.3,5,1,16,46,Male,No,10331.58,Validate
10666465,116.6,8,2,47,26,Male,No,21153.59,Validate
10251045,110.2,4,4,19,45,Female,No,13218.14,Validate
21072213,44.2,5,2,12,46,Female,No,11858.5,Validate
29961135,79,6,1,38,29,Male,No,17466.58,Validate
23181416,49.5,5,1,53,37,Female,No,2591.87,Validate
17127978,120.5,7,2,54,44,Male,No,17340.82,Validate
13165845,45.6,4,2,8,43,Male,No,14350.08,Validate
20204664,60.6,4,4,53,42,Female,No,5761.26,Validate
5052259,69.9,8,2,28,53,Male,No,15139.89,Validate
10963432,48.1,5,1,36,55,Female,No,12622.3,Validate
20064820,44.4,7,3,14,39,Male,No,11131.85,Validate
23650823,46.2,6,4,19,31,Female,No,16433.55,Validate
17326842,53.7,2,5,18,47,Male,No,7085.72,Validate
14156431,79,1,2,57,53,Female,No,3453.45,Validate
